origin_city,destination_city,distance_km,distance_bucket,is_long_distance,vehicle_type,order_date,order_hour,order_hour_sin,order_hour_cos,weekday,weather,temperature,traffic_level,delivery_time_hours,day_of_month,week_of_year,month,month_sin,month_cos,is_weekend,is_peak_hour,is_night,expected_time_no_traffic,traffic_weather_risk,night_peak_conflict,route_id,is_return_route,route_frequency,route_popularity_bucket,route_avg_distance,route_std_distance,distance_vs_route_avg,city_pair_complexity,is_long_route,vehicle_distance_mismatch,vehicle_traffic_stress,vehicle_weather_risk,vehicle_time_efficiency,operational_stress_index
tashkent,samarkand,292.9,short,0,truck,2025-11-08,1,0.2588190451025207,0.9659258262890684,saturday,clouds,4.7,low,5.57,8,45,11,-0.5000000000000004,0.8660254037844384,True,False,True,4.881666666666666,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,2.0,2.8080000000000003,1.0,0.27233
tashkent,samarkand,292.9,short,0,pickup,2025-11-17,21,-0.7071067811865477,0.7071067811865474,monday,mist,7.0,low,4.06,17,47,11,-0.5000000000000004,0.8660254037844384,False,False,False,4.184285714285714,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,2.7,0.9,0.20104999999999998
tashkent,samarkand,292.9,short,0,truck,2025-12-17,11,0.258819045102521,-0.9659258262890682,wednesday,mist,7.0,low,4.91,17,51,12,-2.4492935982947064e-16,1.0,False,False,False,4.881666666666666,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,2.0,1.7999999999999998,0.7,0.32213
tashkent,samarkand,292.9,short,0,van,2025-11-21,23,-0.2588190451025215,0.965925826289068,friday,clouds,7.0,low,4.57,21,47,11,-0.5000000000000004,0.8660254037844384,False,False,True,4.506153846153846,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,2.8080000000000003,0.9900000000000001,0.20224999999999999
tashkent,samarkand,292.9,short,0,van,2025-12-27,11,0.258819045102521,-0.9659258262890682,saturday,clouds,7.0,low,4.68,27,52,12,-2.4492935982947064e-16,1.0,True,False,False,4.506153846153846,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,2.16,0.75,0.24605
tashkent,samarkand,292.9,short,0,truck,2025-12-24,7,0.9659258262890684,-0.2588190451025206,wednesday,mist,7.0,medium,6.5,24,52,12,-2.4492935982947064e-16,1.0,False,False,False,4.881666666666666,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,4.0,1.7999999999999998,0.5599999999999999,0.49712999999999996
tashkent,samarkand,292.9,short,0,motorcycle,2026-01-05,10,0.4999999999999999,-0.8660254037844387,monday,mist,4.7,low,4.34,5,2,1,0.4999999999999999,0.8660254037844387,False,True,False,3.905333333333333,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.8292932741550016,1.5,5.625,0.6,0.4700189911232502
tashkent,samarkand,292.9,short,0,motorcycle,2025-11-26,3,0.7071067811865475,0.7071067811865476,wednesday,mist,7.0,low,4.4,26,48,11,-0.5000000000000004,0.8660254037844384,False,False,True,3.905333333333333,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.8292932741550016,1.0,4.875,0.63,0.4087689911232502
tashkent,samarkand,292.9,short,0,pickup,2025-12-09,16,-0.8660254037844384,-0.5000000000000004,tuesday,clouds,4.7,low,4.24,9,50,12,-2.4492935982947064e-16,1.0,False,False,False,4.184285714285714,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,3.24,0.9,0.21455
tashkent,samarkand,292.9,short,0,van,2025-12-20,12,1.2246467991473532e-16,-1.0,saturday,clouds,7.0,low,4.58,20,51,12,-2.4492935982947064e-16,1.0,True,False,False,4.506153846153846,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,2.16,0.75,0.24605
tashkent,samarkand,292.9,short,0,car,2025-12-11,6,1.0,6.123233995736766e-17,thursday,mist,7.0,low,3.54,11,50,12,-2.4492935982947064e-16,1.0,False,False,False,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,1.2,2.25,0.81,0.23532596449300097
tashkent,samarkand,292.9,short,0,pickup,2025-12-07,4,0.8660254037844386,0.5000000000000001,sunday,clouds,7.0,low,4.22,7,49,12,-2.4492935982947064e-16,1.0,True,False,True,4.184285714285714,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,2.8080000000000003,0.765,0.23750000000000002
tashkent,samarkand,292.9,short,0,car,2025-12-08,4,0.8660254037844386,0.5000000000000001,monday,mist,4.7,low,3.62,8,50,12,-2.4492935982947064e-16,1.0,False,False,True,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,1.2,4.3875,0.7200000000000001,0.31126346449300096
tashkent,samarkand,292.9,short,0,van,2026-01-01,1,0.2588190451025207,0.9659258262890684,thursday,mist,4.7,low,4.1,1,1,1,0.4999999999999999,0.8660254037844387,False,False,True,4.506153846153846,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,5.2650000000000015,0.9900000000000001,0.26367500000000005
tashkent,samarkand,292.9,short,0,pickup,2025-11-27,20,-0.8660254037844386,0.5000000000000001,thursday,clouds,4.7,low,4.3,27,48,11,-0.5000000000000004,0.8660254037844384,False,False,False,4.184285714285714,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,3.24,0.9,0.21455
tashkent,samarkand,292.9,short,0,pickup,2025-11-22,21,-0.7071067811865477,0.7071067811865474,saturday,clouds,7.0,low,4.47,22,47,11,-0.5000000000000004,0.8660254037844384,True,False,False,4.184285714285714,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,2.16,0.8,0.21255
tashkent,samarkand,292.9,short,0,van,2026-01-03,21,-0.7071067811865477,0.7071067811865474,saturday,mist,4.7,low,4.26,3,1,1,0.4999999999999999,0.8660254037844387,True,False,False,4.506153846153846,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,4.050000000000001,0.75,0.2933
tashkent,samarkand,292.9,short,0,truck,2025-12-04,4,0.8660254037844386,0.5000000000000001,thursday,mist,7.0,low,4.84,4,49,12,-2.4492935982947064e-16,1.0,False,False,True,4.881666666666666,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,2.0,2.34,1.0,0.26063
tashkent,samarkand,292.9,short,0,car,2025-12-24,6,1.0,6.123233995736766e-17,wednesday,mist,4.7,low,3.68,24,52,12,-2.4492935982947064e-16,1.0,False,False,False,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,1.2,3.375,0.81,0.263450964493001
tashkent,samarkand,292.9,short,0,truck,2025-12-02,6,1.0,6.123233995736766e-17,tuesday,mist,7.0,low,5.02,2,49,12,-2.4492935982947064e-16,1.0,False,False,False,4.881666666666666,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,2.0,1.7999999999999998,0.5599999999999999,0.35713000000000006
tashkent,samarkand,292.9,short,0,pickup,2025-12-29,21,-0.7071067811865477,0.7071067811865474,monday,mist,7.0,low,4.09,29,1,12,-2.4492935982947064e-16,1.0,False,False,False,4.184285714285714,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,2.7,0.9,0.20104999999999998
tashkent,samarkand,292.9,short,0,pickup,2025-12-24,14,-0.4999999999999997,-0.8660254037844388,wednesday,mist,7.0,low,4.01,24,52,12,-2.4492935982947064e-16,1.0,False,False,False,4.184285714285714,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,2.7,0.9,0.20104999999999998
tashkent,samarkand,292.9,short,0,truck,2025-12-21,7,0.9659258262890684,-0.2588190451025206,sunday,mist,7.0,medium,6.15,21,51,12,-2.4492935982947064e-16,1.0,True,False,False,4.881666666666666,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,4.0,1.7999999999999998,0.48,0.51713
tashkent,samarkand,292.9,short,0,pickup,2025-12-04,23,-0.2588190451025215,0.965925826289068,thursday,mist,4.7,low,4.1,4,49,12,-2.4492935982947064e-16,1.0,False,False,True,4.184285714285714,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,5.2650000000000015,0.765,0.29892500000000005
tashkent,samarkand,292.9,short,0,motorcycle,2025-11-25,18,-1.0,-1.8369701987210292e-16,tuesday,mist,7.0,medium,5.73,25,48,11,-0.5000000000000004,0.8660254037844384,False,True,False,3.905333333333333,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.8292932741550016,3.0,3.75,0.51,0.5506439911232502
tashkent,samarkand,292.9,short,0,pickup,2026-01-05,9,0.7071067811865476,-0.7071067811865475,monday,mist,7.0,medium,5.04,5,2,1,0.4999999999999999,0.8660254037844387,False,True,False,4.184285714285714,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,4.5,2.7,0.36000000000000004,0.54605
tashkent,samarkand,292.9,short,0,pickup,2025-12-26,5,0.9659258262890684,0.2588190451025207,friday,mist,7.0,low,3.97,26,52,12,-2.4492935982947064e-16,1.0,False,False,True,4.184285714285714,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.5,3.5100000000000002,0.765,0.25505
tashkent,samarkand,292.9,short,0,car,2025-12-18,7,0.9659258262890684,-0.2588190451025206,thursday,mist,4.7,medium,4.55,18,51,12,-2.4492935982947064e-16,1.0,False,False,False,3.66125,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,2.4,3.375,0.81,0.347450964493001
tashkent,samarkand,292.9,short,0,car,2025-12-16,18,-1.0,-1.8369701987210292e-16,tuesday,clouds,4.7,medium,5.16,16,51,12,-2.4492935982947064e-16,1.0,False,True,False,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,3.5999999999999996,2.6999999999999997,0.425,0.510825964493001
tashkent,samarkand,292.9,short,0,car,2025-12-21,18,-1.0,-1.8369701987210292e-16,sunday,mist,4.7,medium,4.54,21,51,12,-2.4492935982947064e-16,1.0,True,True,False,3.66125,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,3.5999999999999996,3.375,0.425,0.527700964493001
tashkent,samarkand,292.9,short,0,car,2025-11-08,14,-0.4999999999999997,-0.8660254037844388,saturday,mist,4.7,low,3.57,8,45,11,-0.5000000000000004,0.8660254037844384,True,False,False,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,1.2,3.375,0.85,0.25345096449300103
tashkent,samarkand,292.9,short,0,motorcycle,2025-12-31,1,0.2588190451025207,0.9659258262890684,wednesday,clouds,4.7,low,5.05,31,1,12,-2.4492935982947064e-16,1.0,False,False,True,3.905333333333333,1.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.8292932741550016,1.0,5.8500000000000005,0.63,0.4331439911232502
tashkent,samarkand,292.9,short,0,van,2025-12-21,19,-0.9659258262890684,0.2588190451025203,sunday,mist,4.7,medium,5.43,21,51,12,-2.4492935982947064e-16,1.0,True,True,False,4.506153846153846,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,5.0,4.050000000000001,0.21,0.6523
tashkent,samarkand,292.9,short,0,truck,2025-12-18,20,-0.8660254037844386,0.5000000000000001,thursday,mist,4.7,low,4.71,18,51,12,-2.4492935982947064e-16,1.0,False,False,False,4.881666666666666,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,2.0,2.6999999999999997,0.7,0.34463
tashkent,samarkand,292.9,short,0,car,2025-11-27,22,-0.5000000000000004,0.8660254037844384,thursday,mist,4.7,low,3.82,27,48,11,-0.5000000000000004,0.8660254037844384,False,False,True,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,1.2,4.3875,0.7200000000000001,0.31126346449300096
tashkent,samarkand,292.9,short,0,van,2025-11-22,18,-1.0,-1.8369701987210292e-16,saturday,clouds,7.0,medium,5.95,22,47,11,-0.5000000000000004,0.8660254037844384,True,True,False,4.506153846153846,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,5.0,2.16,0.21,0.60505
tashkent,samarkand,292.9,short,0,van,2025-12-01,7,0.9659258262890684,-0.2588190451025206,monday,mist,7.0,medium,5.43,1,49,12,-2.4492935982947064e-16,1.0,False,False,False,4.506153846153846,4.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,3.6,2.7,0.6400000000000001,0.41305
tashkent,samarkand,292.9,short,0,car,2025-11-11,20,-0.8660254037844386,0.5000000000000001,tuesday,mist,4.7,low,3.64,11,46,11,-0.5000000000000004,0.8660254037844384,False,False,False,3.66125,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.31717309662000676,1.2,3.375,0.9,0.24095096449300102
tashkent,samarkand,292.9,short,0,van,2026-01-01,22,-0.5000000000000004,0.8660254037844384,thursday,mist,4.7,low,4.37,1,1,1,0.4999999999999999,0.8660254037844387,False,False,True,4.506153846153846,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,5.2650000000000015,0.9900000000000001,0.26367500000000005
tashkent,samarkand,292.9,short,0,van,2025-11-08,13,-0.2588190451025208,-0.9659258262890684,saturday,mist,7.0,low,4.38,8,45,11,-0.5000000000000004,0.8660254037844384,True,False,False,4.506153846153846,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.023666666666666742,1.8,2.7,0.75,0.25955
tashkent,samarkand,292.9,short,0,truck,2025-11-09,16,-0.8660254037844384,-0.5000000000000004,sunday,mist,4.7,low,5.02,9,45,11,-0.5000000000000004,0.8660254037844384,True,False,False,4.881666666666666,2.0,0,tashkent_samarkand,0,1555,popular,292.9,0.0,1.0,5,0,0.41420000000000007,2.0,2.6999999999999997,0.6,0.36963
